MATCH_ID,SEASON,DATE,HOME_TEAM,AWAY_TEAM,STADIUM,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,PENALTY_SHOOT_OUT,ATTENDANCE
mt251,2019-2020,18-09-2019,Club Brugge KV,Galatasaray,Jan Breydel Stadion,0,0,0,26616
mt252,2019-2020,18-09-2019,Paris Saint-Germain,Real Madrid,Parc des Princes,3,0,0,46361
mt253,2019-2020,01-10-2019,Real Madrid,Club Brugge KV,Santiago Bernabéu,2,2,0,65112
mt254,2019-2020,01-10-2019,Galatasaray,Paris Saint-Germain,Nef Stadyumu,0,1,0,46532
mt255,2019-2020,22-10-2019,Club Brugge KV,Paris Saint-Germain,Jan Breydel Stadion,0,5,0,26946
mt256,2019-2020,22-10-2019,Galatasaray,Real Madrid,Nef Stadyumu,0,1,0,48886
mt257,2019-2020,06-11-2019,Paris Saint-Germain,Club Brugge KV,Parc des Princes,1,0,0,47418
mt258,2019-2020,06-11-2019,Real Madrid,Galatasaray,Santiago Bernabéu,6,0,0,65492
mt259,2019-2020,26-11-2019,Galatasaray,Club Brugge KV,Nef Stadyumu,1,1,0,34500
mt260,2019-2020,26-11-2019,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,2,2,0,75534
mt261,2019-2020,11-12-2019,Paris Saint-Germain,Galatasaray,Parc des Princes,5,0,0,46509
mt262,2019-2020,11-12-2019,Club Brugge KV,Real Madrid,Jan Breydel Stadion,1,3,0,27308
mt263,2019-2020,18-09-2019,Olympiakos Piraeus,Tottenham Hotspur,Georgios Karaiskakis,2,2,0,31001
mt264,2019-2020,18-09-2019,Bayern München,Crvena Zvezda,Allianz Arena,3,0,0,70000
mt265,2019-2020,01-10-2019,Tottenham Hotspur,Bayern München,Tottenham Hotspur Stadium,2,7,0,60127
mt266,2019-2020,01-10-2019,Crvena Zvezda,Olympiakos Piraeus,Marakana,3,1,0,43291
mt267,2019-2020,22-10-2019,Tottenham Hotspur,Crvena Zvezda,Tottenham Hotspur Stadium,5,0,0,51743
mt268,2019-2020,22-10-2019,Olympiakos Piraeus,Bayern München,Georgios Karaiskakis,2,3,0,31670
mt269,2019-2020,06-11-2019,Bayern München,Olympiakos Piraeus,Allianz Arena,2,0,0,63646
mt270,2019-2020,06-11-2019,Crvena Zvezda,Tottenham Hotspur,Marakana,0,4,0,42381
mt271,2019-2020,26-11-2019,Tottenham Hotspur,Olympiakos Piraeus,Tottenham Hotspur Stadium,4,2,0,57024
mt272,2019-2020,26-11-2019,Crvena Zvezda,Bayern München,Marakana,0,6,0,44118
mt273,2019-2020,11-12-2019,Bayern München,Tottenham Hotspur,Allianz Arena,3,1,0,66353
mt274,2019-2020,11-12-2019,Olympiakos Piraeus,Crvena Zvezda,Georgios Karaiskakis,1,0,0,31898
mt275,2019-2020,18-09-2019,Shakhtar Donetsk,Manchester City,Metalist Stadion,0,3,0,36675
mt276,2019-2020,18-09-2019,Dinamo Zagreb,Atalanta,Maksimir,4,0,0,28863
mt277,2019-2020,01-10-2019,Atalanta,Shakhtar Donetsk,Giuseppe Meazza,1,2,0,26022
mt278,2019-2020,01-10-2019,Manchester City,Dinamo Zagreb,Etihad Stadium,2,0,0,49046
mt279,2019-2020,22-10-2019,Shakhtar Donetsk,Dinamo Zagreb,Metalist Stadion,2,2,0,21526
mt280,2019-2020,22-10-2019,Manchester City,Atalanta,Etihad Stadium,5,1,0,49308
mt281,2019-2020,06-11-2019,Dinamo Zagreb,Shakhtar Donetsk,Maksimir,3,3,0,28316
mt282,2019-2020,06-11-2019,Atalanta,Manchester City,Giuseppe Meazza,1,1,0,34326
mt283,2019-2020,26-11-2019,Manchester City,Shakhtar Donetsk,Etihad Stadium,1,1,0,52020
mt284,2019-2020,26-11-2019,Atalanta,Dinamo Zagreb,Giuseppe Meazza,2,0,0,28365
mt285,2019-2020,11-12-2019,Shakhtar Donetsk,Atalanta,Metalist Stadion,0,3,0,26536
mt286,2019-2020,11-12-2019,Dinamo Zagreb,Manchester City,Maksimir,1,4,0,29385
mt287,2019-2020,18-09-2019,Atlético Madrid,Juventus,Wanda Metropolitano,2,2,0,66283
mt288,2019-2020,18-09-2019,Bayer Leverkusen,Lokomotiv Moskva,BayArena,1,2,0,26592
mt289,2019-2020,01-10-2019,Juventus,Bayer Leverkusen,Allianz Stadium,3,0,0,34525
mt290,2019-2020,01-10-2019,Lokomotiv Moskva,Atlético Madrid,RŽD-Arena,0,2,0,27051
mt291,2019-2020,22-10-2019,Atlético Madrid,Bayer Leverkusen,Wanda Metropolitano,1,0,0,56776
mt292,2019-2020,22-10-2019,Juventus,Lokomotiv Moskva,Allianz Stadium,2,1,0,38547
mt293,2019-2020,06-11-2019,Lokomotiv Moskva,Juventus,RŽD-Arena,1,2,0,26861
mt294,2019-2020,06-11-2019,Bayer Leverkusen,Atlético Madrid,BayArena,2,1,0,28160
mt295,2019-2020,26-11-2019,Lokomotiv Moskva,Bayer Leverkusen,RŽD-Arena,0,2,0,25757
mt296,2019-2020,26-11-2019,Juventus,Atlético Madrid,Allianz Stadium,1,0,0,40486
mt297,2019-2020,11-12-2019,Atlético Madrid,Lokomotiv Moskva,Wanda Metropolitano,2,0,0,58426
mt298,2019-2020,11-12-2019,Bayer Leverkusen,Juventus,BayArena,0,2,0,29542
mt299,2019-2020,17-09-2019,SSC Napoli,Liverpool FC,Diego Maradona,2,0,0,38878
mt300,2019-2020,17-09-2019,RB Salzburg,KRC Genk,Red Bull Arena,6,2,0,29520
mt301,2019-2020,02-10-2019,KRC Genk,SSC Napoli,Cegeka Arena,0,0,0,19962
mt302,2019-2020,02-10-2019,Liverpool FC,RB Salzburg,Anfield,4,3,0,52234
mt303,2019-2020,23-10-2019,RB Salzburg,SSC Napoli,Red Bull Arena,2,3,0,29520
mt304,2019-2020,23-10-2019,KRC Genk,Liverpool FC,Cegeka Arena,1,4,0,19626
mt305,2019-2020,05-11-2019,Liverpool FC,KRC Genk,Anfield,2,1,0,52611
mt306,2019-2020,05-11-2019,SSC Napoli,RB Salzburg,Diego Maradona,1,1,0,32862
mt307,2019-2020,27-11-2019,Liverpool FC,SSC Napoli,Anfield,1,1,0,52128
mt308,2019-2020,27-11-2019,KRC Genk,RB Salzburg,Cegeka Arena,1,4,0,17284
mt309,2019-2020,10-12-2019,SSC Napoli,KRC Genk,Diego Maradona,4,0,0,22265
mt310,2019-2020,10-12-2019,RB Salzburg,Liverpool FC,Red Bull Arena,0,2,0,29520
mt311,2019-2020,17-09-2019,Inter,Slavia Praha,Giuseppe Meazza,1,1,0,50128
mt312,2019-2020,17-09-2019,Borussia Dortmund,FC Barcelona,Signal Iduna Park,0,0,0,66099
mt313,2019-2020,02-10-2019,Slavia Praha,Borussia Dortmund,Sinobo Stadium,0,2,0,19370
mt314,2019-2020,02-10-2019,FC Barcelona,Inter,Spotify Camp Nou,2,1,0,86141
mt315,2019-2020,23-10-2019,Inter,Borussia Dortmund,Giuseppe Meazza,2,0,0,65673
mt316,2019-2020,23-10-2019,Slavia Praha,FC Barcelona,Sinobo Stadium,1,2,0,19170
mt317,2019-2020,05-11-2019,FC Barcelona,Slavia Praha,Spotify Camp Nou,0,0,0,67023
mt318,2019-2020,05-11-2019,Borussia Dortmund,Inter,Signal Iduna Park,3,2,0,66099
mt319,2019-2020,27-11-2019,FC Barcelona,Borussia Dortmund,Spotify Camp Nou,3,1,0,90071
mt320,2019-2020,27-11-2019,Slavia Praha,Inter,Sinobo Stadium,1,3,0,19370
mt321,2019-2020,10-12-2019,Borussia Dortmund,Slavia Praha,Signal Iduna Park,2,1,0,65079
mt322,2019-2020,10-12-2019,Inter,FC Barcelona,Giuseppe Meazza,1,2,0,71818
mt323,2019-2020,17-09-2019,Olympique Lyon,Zenit St. Petersburg,Groupama Stadium,1,1,0,47201
mt324,2019-2020,17-09-2019,SL Benfica,RB Leipzig,Estádio da Luz,1,2,0,46460
mt325,2019-2020,02-10-2019,Zenit St. Petersburg,SL Benfica,Gazprom Arena,3,1,0,51683
mt326,2019-2020,02-10-2019,RB Leipzig,Olympique Lyon,Red Bull Arena,0,2,0,40194
mt327,2019-2020,23-10-2019,RB Leipzig,Zenit St. Petersburg,Red Bull Arena,2,1,0,41058
mt328,2019-2020,23-10-2019,SL Benfica,Olympique Lyon,Estádio da Luz,2,1,0,53035
mt329,2019-2020,05-11-2019,Zenit St. Petersburg,RB Leipzig,Gazprom Arena,0,2,0,50452
mt330,2019-2020,05-11-2019,Olympique Lyon,SL Benfica,Groupama Stadium,3,1,0,51077
mt331,2019-2020,27-11-2019,Zenit St. Petersburg,Olympique Lyon,Gazprom Arena,2,0,0,51183
mt332,2019-2020,27-11-2019,RB Leipzig,SL Benfica,Red Bull Arena,2,2,0,38339
mt333,2019-2020,10-12-2019,SL Benfica,Zenit St. Petersburg,Estádio da Luz,3,0,0,40232
mt334,2019-2020,10-12-2019,Olympique Lyon,RB Leipzig,Groupama Stadium,2,2,0,53288
mt335,2019-2020,17-09-2019,Chelsea FC,Valencia CF,Stamford Bridge,0,1,0,39469
mt336,2019-2020,17-09-2019,AFC Ajax,Lille OSC,Johan Cruijff ArenA,3,0,0,51441
mt337,2019-2020,02-10-2019,Valencia CF,AFC Ajax,Estadio de Mestalla,0,3,0,44659
mt338,2019-2020,02-10-2019,Lille OSC,Chelsea FC,Stade Pierre Mauroy,1,2,0,48523
mt339,2019-2020,23-10-2019,AFC Ajax,Chelsea FC,Johan Cruijff ArenA,0,1,0,52482
mt340,2019-2020,23-10-2019,Lille OSC,Valencia CF,Stade Pierre Mauroy,1,1,0,47488
mt341,2019-2020,05-11-2019,Chelsea FC,AFC Ajax,Stamford Bridge,4,4,0,39132
mt342,2019-2020,05-11-2019,Valencia CF,Lille OSC,Estadio de Mestalla,4,1,0,38252
mt343,2019-2020,27-11-2019,Valencia CF,Chelsea FC,Estadio de Mestalla,2,2,0,43486
mt344,2019-2020,27-11-2019,Lille OSC,AFC Ajax,Stade Pierre Mauroy,0,2,0,48612
mt345,2019-2020,10-12-2019,Chelsea FC,Lille OSC,Stamford Bridge,2,1,0,40016
mt346,2019-2020,10-12-2019,AFC Ajax,Valencia CF,Johan Cruijff ArenA,0,1,0,51931
mt347,2019-2020,18-02-2020,Borussia Dortmund,Paris Saint-Germain,Signal Iduna Park,2,1,0,66099
mt348,2019-2020,18-02-2020,Atlético Madrid,Liverpool FC,Wanda Metropolitano,1,0,0,67443
mt349,2019-2020,19-02-2020,Atalanta,Valencia CF,Giuseppe Meazza,4,1,0,44236
mt350,2019-2020,19-02-2020,Tottenham Hotspur,RB Leipzig,Tottenham Hotspur Stadium,0,1,0,60095
mt351,2019-2020,25-02-2020,Chelsea FC,Bayern München,Stamford Bridge,0,3,0,36761
mt352,2019-2020,25-02-2020,SSC Napoli,FC Barcelona,Diego Maradona,1,1,0,44388
mt353,2019-2020,26-02-2020,Real Madrid,Manchester City,Santiago Bernabéu,1,2,0,75615
mt354,2019-2020,26-02-2020,Olympique Lyon,Juventus,Groupama Stadium,1,0,0,57335
mt355,2019-2020,10-03-2020,Valencia CF,Atalanta,Estadio de Mestalla,3,4,0,0
mt356,2019-2020,10-03-2020,RB Leipzig,Tottenham Hotspur,Red Bull Arena,3,0,0,42146
mt357,2019-2020,11-03-2020,Paris Saint-Germain,Borussia Dortmund,Parc des Princes,2,0,0,0
mt358,2019-2020,11-03-2020,Liverpool FC,Atlético Madrid,Anfield,2,3,0,45000
mt359,2019-2020,07-08-2020,Manchester City,Real Madrid,Etihad Stadium,2,1,0,0
mt360,2019-2020,07-08-2020,Juventus,Olympique Lyon,Allianz Stadium,2,1,0,0
mt361,2019-2020,08-08-2020,Bayern München,Chelsea FC,Allianz Arena,4,1,0,0
mt362,2019-2020,08-08-2020,FC Barcelona,SSC Napoli,Spotify Camp Nou,3,1,0,0
mt363,2019-2020,12-08-2020,Atalanta,Paris Saint-Germain,Estádio da Luz,1,2,0,0
mt364,2019-2020,13-08-2020,RB Leipzig,Atlético Madrid,Estádio José Alvalade,2,1,0,0
mt365,2019-2020,14-08-2020,FC Barcelona,Bayern München,Estádio da Luz,2,8,0,0
mt366,2019-2020,15-08-2020,Manchester City,Olympique Lyon,Estádio José Alvalade,1,3,0,0
mt367,2019-2020,18-08-2020,RB Leipzig,Paris Saint-Germain,Estádio da Luz,0,3,0,0
mt368,2019-2020,19-08-2020,Olympique Lyon,Bayern München,Estádio José Alvalade,0,3,0,0
mt369,2019-2020,23-08-2020,Paris Saint-Germain,Bayern München,Estádio da Luz,0,1,0,0
mt370,2018-2019,18-09-2018,AS Monaco,Atlético Madrid,Stade Louis II,1,2,0,10575
mt371,2018-2019,18-09-2018,Club Brugge KV,Borussia Dortmund,Jan Breydel Stadion,0,1,0,25181
mt372,2018-2019,03-10-2018,Borussia Dortmund,AS Monaco,Signal Iduna Park,3,0,0,66099
mt373,2018-2019,03-10-2018,Atlético Madrid,Club Brugge KV,Wanda Metropolitano,3,1,0,55742
mt374,2018-2019,24-10-2018,Club Brugge KV,AS Monaco,Jan Breydel Stadion,1,1,0,23957
mt375,2018-2019,24-10-2018,Borussia Dortmund,Atlético Madrid,Signal Iduna Park,4,0,0,66099
mt376,2018-2019,06-11-2018,AS Monaco,Club Brugge KV,Stade Louis II,0,4,0,8347
mt377,2018-2019,06-11-2018,Atlético Madrid,Borussia Dortmund,Wanda Metropolitano,2,0,0,61023
mt378,2018-2019,28-11-2018,Atlético Madrid,AS Monaco,Wanda Metropolitano,2,0,0,56314
mt379,2018-2019,28-11-2018,Borussia Dortmund,Club Brugge KV,Signal Iduna Park,0,0,0,66099
mt380,2018-2019,11-12-2018,AS Monaco,Borussia Dortmund,Stade Louis II,0,2,0,8731
mt381,2018-2019,11-12-2018,Club Brugge KV,Atlético Madrid,Jan Breydel Stadion,0,0,0,25645
mt382,2018-2019,18-09-2018,FC Barcelona,PSV Eindhoven,Spotify Camp Nou,4,0,0,73462
mt383,2018-2019,18-09-2018,Inter,Tottenham Hotspur,Giuseppe Meazza,2,1,0,64123
mt384,2018-2019,03-10-2018,Tottenham Hotspur,FC Barcelona,Wembley Stadium,2,4,0,82137
mt385,2018-2019,03-10-2018,PSV Eindhoven,Inter,Philips Stadion,1,2,0,34750
mt386,2018-2019,24-10-2018,PSV Eindhoven,Tottenham Hotspur,Philips Stadion,2,2,0,35000
mt387,2018-2019,24-10-2018,FC Barcelona,Inter,Spotify Camp Nou,2,0,0,86290
mt388,2018-2019,06-11-2018,Tottenham Hotspur,PSV Eindhoven,Wembley Stadium,2,1,0,46588
mt389,2018-2019,06-11-2018,Inter,FC Barcelona,Giuseppe Meazza,1,1,0,70915
mt390,2018-2019,28-11-2018,PSV Eindhoven,FC Barcelona,Philips Stadion,1,2,0,34600
mt391,2018-2019,28-11-2018,Tottenham Hotspur,Inter,Wembley Stadium,1,0,0,57132
mt392,2018-2019,11-12-2018,FC Barcelona,Tottenham Hotspur,Spotify Camp Nou,1,1,0,69961
mt393,2018-2019,11-12-2018,Inter,PSV Eindhoven,Giuseppe Meazza,1,1,0,62533
mt394,2018-2019,18-09-2018,Liverpool FC,Paris Saint-Germain,Anfield,3,2,0,52478
mt395,2018-2019,18-09-2018,Crvena Zvezda,SSC Napoli,Marakana,0,0,0,49112
mt396,2018-2019,03-10-2018,Paris Saint-Germain,Crvena Zvezda,Parc des Princes,6,1,0,39979
mt397,2018-2019,03-10-2018,SSC Napoli,Liverpool FC,Diego Maradona,1,0,0,37057
mt398,2018-2019,24-10-2018,Paris Saint-Germain,SSC Napoli,Parc des Princes,2,2,0,46274
mt399,2018-2019,24-10-2018,Liverpool FC,Crvena Zvezda,Anfield,4,0,0,53024
mt400,2018-2019,06-11-2018,Crvena Zvezda,Liverpool FC,Marakana,2,0,0,51318
mt401,2018-2019,06-11-2018,SSC Napoli,Paris Saint-Germain,Diego Maradona,1,1,0,55489
mt402,2018-2019,28-11-2018,Paris Saint-Germain,Liverpool FC,Parc des Princes,2,1,0,46880
mt403,2018-2019,28-11-2018,SSC Napoli,Crvena Zvezda,Diego Maradona,3,1,0,44470
mt404,2018-2019,11-12-2018,Liverpool FC,SSC Napoli,Anfield,1,0,0,52015
mt405,2018-2019,11-12-2018,Crvena Zvezda,Paris Saint-Germain,Marakana,1,4,0,48357
mt406,2018-2019,18-09-2018,FC Schalke 04,FC Porto,Veltins-Arena,1,1,0,45755
mt407,2018-2019,18-09-2018,Galatasaray,Lokomotiv Moskva,Nef Stadyumu,3,0,0,43542
mt408,2018-2019,03-10-2018,Lokomotiv Moskva,FC Schalke 04,RŽD-Arena,0,1,0,21471
mt409,2018-2019,03-10-2018,FC Porto,Galatasaray,Estádio do Dragão,1,0,0,42711
mt410,2018-2019,24-10-2018,Lokomotiv Moskva,FC Porto,RŽD-Arena,1,3,0,16034
mt411,2018-2019,24-10-2018,Galatasaray,FC Schalke 04,Nef Stadyumu,0,0,0,46667
mt412,2018-2019,06-11-2018,FC Porto,Lokomotiv Moskva,Estádio do Dragão,4,1,0,34616
mt413,2018-2019,06-11-2018,FC Schalke 04,Galatasaray,Veltins-Arena,2,0,0,54740
mt414,2018-2019,28-11-2018,Lokomotiv Moskva,Galatasaray,RŽD-Arena,2,0,0,14037
mt415,2018-2019,28-11-2018,FC Porto,FC Schalke 04,Estádio do Dragão,3,1,0,41603
mt416,2018-2019,11-12-2018,FC Schalke 04,Lokomotiv Moskva,Veltins-Arena,1,0,0,48883
mt417,2018-2019,11-12-2018,Galatasaray,FC Porto,Nef Stadyumu,2,3,0,33972
mt418,2018-2019,19-09-2018,AFC Ajax,AEK Athen,Johan Cruijff ArenA,3,0,0,52285
mt419,2018-2019,19-09-2018,SL Benfica,Bayern München,Estádio da Luz,0,2,0,60274
mt420,2018-2019,02-10-2018,Bayern München,AFC Ajax,Allianz Arena,1,1,0,70000
mt421,2018-2019,02-10-2018,AEK Athen,SL Benfica,Spyros Louis (OAKA),2,3,0,31154
mt422,2018-2019,23-10-2018,AEK Athen,Bayern München,Spyros Louis (OAKA),0,2,0,61221
mt423,2018-2019,23-10-2018,AFC Ajax,SL Benfica,Johan Cruijff ArenA,1,0,0,52489
mt424,2018-2019,07-11-2018,SL Benfica,AFC Ajax,Estádio da Luz,1,1,0,51328
mt425,2018-2019,07-11-2018,Bayern München,AEK Athen,Allianz Arena,2,0,0,70000
mt426,2018-2019,27-11-2018,AEK Athen,AFC Ajax,Spyros Louis (OAKA),0,2,0,25756
mt427,2018-2019,27-11-2018,Bayern München,SL Benfica,Allianz Arena,5,1,0,70000
mt428,2018-2019,12-12-2018,AFC Ajax,Bayern München,Johan Cruijff ArenA,3,3,0,52244
mt429,2018-2019,12-12-2018,SL Benfica,AEK Athen,Estádio da Luz,1,0,0,33633
mt430,2018-2019,19-09-2018,Shakhtar Donetsk,1899 Hoffenheim,Metalist Stadion,2,2,0,28336
mt431,2018-2019,19-09-2018,Manchester City,Olympique Lyon,Etihad Stadium,1,2,0,40111
mt432,2018-2019,02-10-2018,1899 Hoffenheim,Manchester City,PreZero Arena,1,2,0,24851
mt433,2018-2019,02-10-2018,Olympique Lyon,Shakhtar Donetsk,Groupama Stadium,2,2,0,0
mt434,2018-2019,23-10-2018,Shakhtar Donetsk,Manchester City,Metalist Stadion,0,3,0,37106
mt435,2018-2019,23-10-2018,1899 Hoffenheim,Olympique Lyon,PreZero Arena,3,3,0,24144
mt436,2018-2019,07-11-2018,Manchester City,Shakhtar Donetsk,Etihad Stadium,6,0,0,52286
mt437,2018-2019,07-11-2018,Olympique Lyon,1899 Hoffenheim,Groupama Stadium,2,2,0,53850
mt438,2018-2019,27-11-2018,Olympique Lyon,Manchester City,Groupama Stadium,2,2,0,56039
mt439,2018-2019,27-11-2018,1899 Hoffenheim,Shakhtar Donetsk,PreZero Arena,2,3,0,22920
mt440,2018-2019,12-12-2018,Shakhtar Donetsk,Olympique Lyon,Olimpiyskyi,1,1,0,38916
mt441,2018-2019,12-12-2018,Manchester City,1899 Hoffenheim,Etihad Stadium,2,1,0,50411
mt442,2018-2019,19-09-2018,Real Madrid,AS Roma,Santiago Bernabéu,3,0,0,69251
mt443,2018-2019,19-09-2018,Viktoria Plzeň,CSKA Moskva,Doosan Arena,2,2,0,11312
mt444,2018-2019,02-10-2018,CSKA Moskva,Real Madrid,Luzhniki,1,0,0,71811
mt445,2018-2019,02-10-2018,AS Roma,Viktoria Plzeň,Olimpico,5,0,0,41243
mt446,2018-2019,23-10-2018,AS Roma,CSKA Moskva,Olimpico,3,0,0,46005
mt447,2018-2019,23-10-2018,Real Madrid,Viktoria Plzeň,Santiago Bernabéu,2,1,0,67356
mt448,2018-2019,07-11-2018,CSKA Moskva,AS Roma,Luzhniki,1,2,0,64454
mt449,2018-2019,07-11-2018,Viktoria Plzeň,Real Madrid,Doosan Arena,0,5,0,11483
mt450,2018-2019,27-11-2018,CSKA Moskva,Viktoria Plzeň,Luzhniki,1,2,0,52892
mt451,2018-2019,27-11-2018,AS Roma,Real Madrid,Olimpico,0,2,0,59124
mt452,2018-2019,12-12-2018,Real Madrid,CSKA Moskva,Santiago Bernabéu,0,3,0,51636
mt453,2018-2019,12-12-2018,Viktoria Plzeň,AS Roma,Doosan Arena,2,1,0,11217
mt454,2018-2019,19-09-2018,Valencia CF,Juventus,Estadio de Mestalla,0,2,0,46067
mt455,2018-2019,19-09-2018,BSC Young Boys,Manchester United,Stadion Wankdorf,0,3,0,31120
mt456,2018-2019,02-10-2018,Juventus,BSC Young Boys,Allianz Stadium,3,0,0,40961
mt457,2018-2019,02-10-2018,Manchester United,Valencia CF,Old Trafford,0,0,0,73569
mt458,2018-2019,23-10-2018,BSC Young Boys,Valencia CF,Stadion Wankdorf,1,1,0,31120
mt459,2018-2019,23-10-2018,Manchester United,Juventus,Old Trafford,0,1,0,73946
mt460,2018-2019,07-11-2018,Valencia CF,BSC Young Boys,Estadio de Mestalla,3,1,0,36480
mt461,2018-2019,07-11-2018,Juventus,Manchester United,Allianz Stadium,1,2,0,41470
mt462,2018-2019,27-11-2018,Juventus,Valencia CF,Allianz Stadium,1,0,0,39070
mt463,2018-2019,27-11-2018,Manchester United,BSC Young Boys,Old Trafford,1,0,0,72876
mt464,2018-2019,12-12-2018,Valencia CF,Manchester United,Estadio de Mestalla,2,1,0,36544
mt465,2018-2019,12-12-2018,BSC Young Boys,Juventus,Stadion Wankdorf,2,1,0,30114
mt466,2018-2019,12-02-2019,Manchester United,Paris Saint-Germain,Old Trafford,0,2,0,74054
mt467,2018-2019,12-02-2019,AS Roma,FC Porto,Olimpico,2,1,0,51727
mt468,2018-2019,13-02-2019,Tottenham Hotspur,Borussia Dortmund,Wembley Stadium,3,0,0,71214
mt469,2018-2019,13-02-2019,AFC Ajax,Real Madrid,Johan Cruijff ArenA,1,2,0,52286
mt470,2018-2019,19-02-2019,Olympique Lyon,FC Barcelona,Groupama Stadium,0,0,0,57889
mt471,2018-2019,19-02-2019,Liverpool FC,Bayern München,Anfield,0,0,0,52250
mt472,2018-2019,20-02-2019,FC Schalke 04,Manchester City,Veltins-Arena,2,3,0,54417
mt473,2018-2019,20-02-2019,Atlético Madrid,Juventus,Wanda Metropolitano,2,0,0,67193
mt474,2018-2019,05-03-2019,Borussia Dortmund,Tottenham Hotspur,Signal Iduna Park,0,1,0,66099
mt475,2018-2019,05-03-2019,Real Madrid,AFC Ajax,Santiago Bernabéu,1,4,0,77013
mt476,2018-2019,06-03-2019,Paris Saint-Germain,Manchester United,Parc des Princes,1,3,0,47441
mt477,2018-2019,06-03-2019,FC Porto,AS Roma,Estádio do Dragão,3,1,0,49029
mt478,2018-2019,12-03-2019,Manchester City,FC Schalke 04,Etihad Stadium,7,0,0,51518
mt479,2018-2019,12-03-2019,Juventus,Atlético Madrid,Allianz Stadium,3,0,0,40884
mt480,2018-2019,13-03-2019,FC Barcelona,Olympique Lyon,Spotify Camp Nou,5,1,0,92346
mt481,2018-2019,13-03-2019,Bayern München,Liverpool FC,Allianz Arena,1,3,0,68145
mt482,2018-2019,09-04-2019,Liverpool FC,FC Porto,Anfield,2,0,0,52465
mt483,2018-2019,09-04-2019,Tottenham Hotspur,Manchester City,Tottenham Hotspur Stadium,1,0,0,60044
mt484,2018-2019,10-04-2019,AFC Ajax,Juventus,Johan Cruijff ArenA,1,1,0,50390
mt485,2018-2019,10-04-2019,Manchester United,FC Barcelona,Old Trafford,0,1,0,74093
mt486,2018-2019,16-04-2019,Juventus,AFC Ajax,Allianz Stadium,1,2,0,41445
mt487,2018-2019,16-04-2019,FC Barcelona,Manchester United,Spotify Camp Nou,3,0,0,96708
mt488,2018-2019,17-04-2019,FC Porto,Liverpool FC,Estádio do Dragão,1,4,0,49117
mt489,2018-2019,17-04-2019,Manchester City,Tottenham Hotspur,Etihad Stadium,4,3,0,53348
mt490,2018-2019,30-04-2019,Tottenham Hotspur,AFC Ajax,Tottenham Hotspur Stadium,0,1,0,60243
mt491,2018-2019,01-05-2019,FC Barcelona,Liverpool FC,Spotify Camp Nou,3,0,0,98299
mt492,2018-2019,07-05-2019,Liverpool FC,FC Barcelona,Anfield,4,0,0,55212
mt493,2018-2019,08-05-2019,AFC Ajax,Tottenham Hotspur,Johan Cruijff ArenA,2,3,0,52641
mt494,2018-2019,01-06-2019,Tottenham Hotspur,Liverpool FC,Wanda Metropolitano,0,2,0,63272
mt495,2017-2018,12-09-2017,Manchester United,FC Basel,Old Trafford,3,0,0,73854
